az,el,[0],[7],[8],[11],[13],[15],[23],[23]
0.0,0.0,"0.35202378034591675,0.3082066476345062,-0.34970277547836304","0.3947209417819977,0.27365079522132874,-0.024314625188708305","0.2810649871826172,0.2903048098087311,-0.0555398166179657","0.4548223614692688,0.5715654492378235,0.0024201562628149986","0.5277742147445679,0.5854333639144897,-0.6047865152359009","0.5763959288597107,0.47764748334884644,-1.5812407732009888","0.4209133982658386,1.4155402183532715,0.003944254945963621","0.4209133982658386,1.4155402183532715,0.003944254945963621"
0.0,0.0,"0.3516663908958435,0.3157544434070587,-0.31097689270973206","0.39360231161117554,0.27950194478034973,0.04707520827651024","0.2828119397163391,0.29576727747917175,-0.05868970602750778","0.4545789361000061,0.5754668712615967,0.07851383090019226","0.524354100227356,0.5800735354423523,-0.6145220994949341","0.5727635622024536,0.46552303433418274,-1.6052147150039673","0.4269949495792389,1.423224687576294,0.026616418734192848","0.4269949495792389,1.423224687576294,0.026616418734192848"
0.0,0.0,"0.3517240285873413,0.31341925263404846,-0.2116842269897461","0.39313268661499023,0.27859580516815186,0.11205216497182846","0.2831174433231354,0.294855535030365,0.054764967411756516","0.45413798093795776,0.574974536895752,0.11152620613574982","0.5238198041915894,0.5629148483276367,-0.5840887427330017","0.5626276731491089,0.44151216745376587,-1.5786105394363403","0.42605137825012207,1.4042518138885498,0.024270059540867805","0.42605137825012207,1.4042518138885498,0.024270059540867805"
0.0,0.0,"0.35234421491622925,0.3101884722709656,-0.21629133820533752","0.3924080729484558,0.2770441174507141,0.11004277318716049","0.282694548368454,0.2931217551231384,0.051626842468976974","0.4524819254875183,0.5758743286132812,0.06334788352251053","0.5230032205581665,0.5645347833633423,-0.7239196300506592","0.5597772002220154,0.43157318234443665,-1.7424886226654053","0.4209827482700348,1.4080896377563477,0.017754709348082542","0.4209827482700348,1.4080896377563477,0.017754709348082542"
0.0,0.0,"0.3532004654407501,0.30818647146224976,-0.1939162313938141","0.3918679356575012,0.276027113199234,0.11274464428424835","0.2834654748439789,0.2916257977485657,0.05766161531209946","0.4519504904747009,0.5758756995201111,0.07631765305995941","0.5232740640640259,0.5454829335212708,-0.6561465263366699","0.562383770942688,0.40938860177993774,-1.6347423791885376","0.41661086678504944,1.4079798460006714,0.01689198799431324","0.41661086678504944,1.4079798460006714,0.01689198799431324"
0.0,0.0,"0.3534547686576843,0.30724668502807617,-0.2026597559452057","0.3915592432022095,0.2752346396446228,0.11346683651208878","0.2832556366920471,0.29037636518478394,0.057290010154247284","0.45149198174476624,0.5759187340736389,0.07330898195505142","0.5248434543609619,0.5330314040184021,-0.7490679025650024","0.5599156022071838,0.399932324886322,-1.7951676845550537","0.4165636897087097,1.4113752841949463,0.022623945027589798","0.4165636897087097,1.4113752841949463,0.022623945027589798"
0.0,0.0,"0.35334768891334534,0.3103519678115845,-0.2127290964126587","0.389781653881073,0.2763496935367584,0.1009884849190712","0.2833606004714966,0.2928906977176666,0.042485661804676056","0.4513453543186188,0.5736404061317444,0.06433409452438354","0.5258209109306335,0.5356946587562561,-0.6938146352767944","0.5607385039329529,0.4059388041496277,-1.6882174015045166","0.41915544867515564,1.4126427173614502,0.023528587073087692","0.41915544867515564,1.4126427173614502,0.023528587073087692"
0.0,0.0,"0.3533177971839905,0.30965977907180786,-0.2154601514339447","0.38861560821533203,0.27599337697029114,0.10285039991140366","0.2832067608833313,0.2922324538230896,0.029576409608125687","0.4502585530281067,0.566481351852417,0.06682102382183075","0.5266419053077698,0.5363451838493347,-0.6409584283828735","0.5632860064506531,0.40643420815467834,-1.5902875661849976","0.418743759393692,1.4028984308242798,0.03252037614583969","0.418743759393692,1.4028984308242798,0.03252037614583969"
0.0,0.0,"0.35303807258605957,0.30946633219718933,-0.21782401204109192","0.38792282342910767,0.2757335603237152,0.1041465625166893","0.2832145392894745,0.292718768119812,0.029672842472791672","0.4490576684474945,0.5665563941001892,0.0862799882888794","0.5239943265914917,0.5380402207374573,-0.5554317235946655","0.5636743903160095,0.408217191696167,-1.4905622005462646","0.4172212481498718,1.3985321521759033,0.03339729830622673","0.4172212481498718,1.3985321521759033,0.03339729830622673"
0.0,0.0,"0.35301917791366577,0.30910056829452515,-0.24985501170158386","0.387511670589447,0.27561676502227783,0.09265007078647614","0.28339138627052307,0.29217371344566345,0.032295502722263336","0.4480050206184387,0.5689516067504883,0.05895744636654854","0.5264148116111755,0.5230410099029541,-0.7038793563842773","0.5645192265510559,0.4051256477832794,-1.6952053308486938","0.4164697527885437,1.4000787734985352,0.017621636390686035","0.4164697527885437,1.4000787734985352,0.017621636390686035"
0.0,0.0,"0.3529597222805023,0.30806082487106323,-0.23267872631549835","0.38736459612846375,0.2753794193267822,0.13663291931152344","0.2833492159843445,0.29181206226348877,0.08244989812374115","0.447242796421051,0.5690084099769592,0.09609103202819824","0.5217972993850708,0.5249271988868713,-0.6716416478157043","0.5608203411102295,0.4057152271270752,-1.6563894748687744","0.41207966208457947,1.400827169418335,0.020522985607385635","0.41207966208457947,1.400827169418335,0.020522985607385635"
0.0,0.0,"0.3535476624965668,0.3066059947013855,-0.1711100935935974","0.3870619535446167,0.27520543336868286,0.18420599400997162","0.2834521234035492,0.29094457626342773,0.1304672360420227","0.44627872109413147,0.5688040256500244,0.14613167941570282","0.5315007567405701,0.521409273147583,-0.601754903793335","0.5674601793289185,0.4056696593761444,-1.5894193649291992","0.4101899266242981,1.3749432563781738,0.022322984412312508","0.4101899266242981,1.3749432563781738,0.022322984412312508"
0.25,0.0,"0.4883389472961426,0.27020972967147827,-0.21091946959495544","0.5194154977798462,0.2384299784898758,0.09133805334568024","0.40628862380981445,0.24681924283504486,0.11167854070663452","0.5794960856437683,0.5116198062896729,-0.060595106333494186","0.4909527897834778,0.540858268737793,-0.5272752046585083","0.170315220952034,0.407673180103302,-0.7935951948165894","0.5361542105674744,1.3692901134490967,-0.0038047723937779665","0.5361542105674744,1.3692901134490967,-0.0038047723937779665"
0.25,0.0,"0.5051231980323792,0.2495679259300232,-0.09437143057584763","0.5358974933624268,0.22149142622947693,0.2380448579788208","0.4233030378818512,0.23037971556186676,0.27079588174819946","0.6057173609733582,0.5042264461517334,0.021956395357847214","0.46030884981155396,0.5468475818634033,-0.30818402767181396","0.13846102356910706,0.41398829221725464,-0.6207506060600281","0.5205311179161072,1.3516486883163452,-0.026519035920500755","0.5205311179161072,1.3516486883163452,-0.026519035920500755"
0.25,0.0,"0.5027066469192505,0.2462926059961319,-0.13742567598819733","0.5380955338478088,0.22192487120628357,0.12804587185382843","0.4229566156864166,0.21971113979816437,0.2174864560365677","0.5859285593032837,0.5120318531990051,-0.049000587314367294","0.4562026858329773,0.5589429140090942,-0.4285195767879486","0.1317571997642517,0.41665369272232056,-0.7376812696456909","0.5532639026641846,1.3306384086608887,-0.019808199256658554","0.5532639026641846,1.3306384086608887,-0.019808199256658554"
0.25,0.0,"0.5080780386924744,0.2494848519563675,-0.15711480379104614","0.5417214632034302,0.21938277781009674,0.050389934331178665","0.42942720651626587,0.2217177003622055,0.11416713893413544","0.5966066122055054,0.4981306195259094,-0.10390521585941315","0.46520549058914185,0.5587930679321289,-0.41643914580345154","0.1506333351135254,0.4164632260799408,-0.5965698957443237","0.5691089630126953,1.3101733922958374,-0.02053426206111908","0.5691089630126953,1.3101733922958374,-0.02053426206111908"
0.25,0.0,"0.5102443099021912,0.25167304277420044,-0.21265053749084473","0.5444828271865845,0.2220718115568161,0.06852704286575317","0.43494701385498047,0.21948783099651337,0.112712062895298","0.5951434373855591,0.5038073658943176,-0.04909505695104599","0.45688360929489136,0.5557117462158203,-0.41207313537597656","0.14479215443134308,0.41662871837615967,-0.6994324922561646","0.5540739893913269,1.319257378578186,-0.016144033521413803","0.5540739893913269,1.319257378578186,-0.016144033521413803"
0.25,0.0,"0.5155364871025085,0.2528573274612427,-0.360738068819046","0.5534852147102356,0.22391855716705322,-0.08224163204431534","0.44351595640182495,0.21442188322544098,-0.035856280475854874","0.608595073223114,0.5050538182258606,-0.18841515481472015","0.46082836389541626,0.5601088404655457,-0.5743661522865295","0.1603333204984665,0.42339083552360535,-0.833593487739563","0.5743380784988403,1.3268648386001587,-0.02137814834713936","0.5743380784988403,1.3268648386001587,-0.02137814834713936"
0.25,0.0,"0.5227820873260498,0.2569170296192169,-0.4085078239440918","0.564533531665802,0.23670457303524017,-0.11783277988433838","0.4521995484828949,0.21710525453090668,-0.06998138129711151","0.6019811034202576,0.5103009343147278,-0.20496252179145813","0.46637091040611267,0.5672341585159302,-0.5771005749702454","0.18043388426303864,0.42627251148223877,-0.9021618962287903","0.5882053375244141,1.3621923923492432,-0.03041020594537258","0.5882053375244141,1.3621923923492432,-0.03041020594537258"
0.25,0.0,"0.5321801900863647,0.2759265601634979,-0.2756454050540924","0.5745417475700378,0.2576776146888733,-0.11133760213851929","0.4658493399620056,0.23767200112342834,0.021235914900898933","0.6056118607521057,0.517360270023346,-0.13668906688690186","0.49062100052833557,0.5766372680664062,-0.46444544196128845","0.21211190521717072,0.4401387870311737,-0.7601321339607239","0.6016761064529419,1.3545639514923096,-0.03458606079220772","0.6016761064529419,1.3545639514923096,-0.03458606079220772"
0.25,0.0,"0.5362368822097778,0.29143065214157104,-0.24540939927101135","0.5788470506668091,0.2778629660606384,-0.07206811010837555","0.4720291197299957,0.25650453567504883,0.04470411315560341","0.6074190139770508,0.5300120711326599,-0.10906217992305756","0.5158827900886536,0.584367036819458,-0.5405654311180115","0.22864389419555664,0.45946672558784485,-0.8538981676101685","0.6106507778167725,1.354472041130066,-0.030849600210785866","0.6106507778167725,1.354472041130066,-0.030849600210785866"
0.25,0.0,"0.5405679941177368,0.3017362654209137,-0.03739570826292038","0.5840201377868652,0.29177892208099365,0.21943187713623047","0.47647204995155334,0.265733927488327,0.2336966097354889","0.6102290153503418,0.5437195301055908,0.09477610886096954","0.5351265668869019,0.5922824144363403,-0.33111244440078735","0.2541983127593994,0.4674466550350189,-0.6557849645614624","0.6189287304878235,1.3606261014938354,-0.007516457233577967","0.6189287304878235,1.3606261014938354,-0.007516457233577967"
0.25,0.0,"0.5447229146957397,0.30545440316200256,-0.10059024393558502","0.5884202718734741,0.2970898449420929,0.18677012622356415","0.48314061760902405,0.2709340751171112,0.1911865770816803","0.6157323122024536,0.5467491149902344,0.05240759253501892","0.555323600769043,0.5958657264709473,-0.3800867795944214","0.27564239501953125,0.46909552812576294,-0.7210996150970459","0.6267895102500916,1.3592865467071533,0.005174088291823864","0.6267895102500916,1.3592865467071533,0.005174088291823864"
0.25,0.0,"0.548456072807312,0.30890175700187683,-0.14248158037662506","0.5903288125991821,0.3009209632873535,0.14580345153808594","0.48520320653915405,0.27829915285110474,0.1726459264755249","0.614251434803009,0.550140917301178,-0.05116944760084152","0.5539294481277466,0.5949228405952454,-0.6727684736251831","0.2853700518608093,0.4670960009098053,-1.1140806674957275","0.6315715312957764,1.3524932861328125,0.004011721350252628","0.6315715312957764,1.3524932861328125,0.004011721350252628"
0.25,0.0,"0.5465668439865112,0.30979257822036743,0.008928269147872925","0.5925382375717163,0.3038109540939331,0.3531509041786194","0.48683539032936096,0.2808385193347931,0.30863112211227417","0.6129412651062012,0.5499853491783142,0.21660029888153076","0.5585983395576477,0.5938966274261475,-0.3899276554584503","0.294633150100708,0.4656241536140442,-0.8633507490158081","0.6246060132980347,1.3491156101226807,0.035450320690870285","0.6246060132980347,1.3491156101226807,0.035450320690870285"
0.25,0.0,"0.5459548234939575,0.31267601251602173,-0.07126180827617645","0.591286301612854,0.30924907326698303,0.248957559466362","0.4868568480014801,0.2832476496696472,0.22507917881011963","0.611234724521637,0.552931547164917,0.12627007067203522","0.5573952198028564,0.5931494235992432,-0.4312071204185486","0.29771748185157776,0.46471482515335083,-0.8744733929634094","0.6192295551300049,1.34615159034729,0.033022888004779816","0.6192295551300049,1.34615159034729,0.033022888004779816"
0.25,0.0,"0.5449861288070679,0.3183368444442749,-0.07630708068609238","0.5905349254608154,0.31464141607284546,0.23487046360969543","0.48562949895858765,0.2860785722732544,0.21395766735076904","0.6096396446228027,0.5586622953414917,0.09621135890483856","0.559212327003479,0.5951777100563049,-0.46832624077796936","0.2997354567050934,0.4638962745666504,-0.9121087789535522","0.6158826351165771,1.3472882509231567,0.03165934979915619","0.6158826351165771,1.3472882509231567,0.03165934979915619"
0.25,0.0,"0.5454559922218323,0.3195076286792755,-0.08504786342382431","0.5911082029342651,0.3148127794265747,0.2158992737531662","0.48622187972068787,0.2852018475532532,0.19809383153915405","0.6085122227668762,0.5584880113601685,0.08170443028211594","0.5580722093582153,0.5947049260139465,-0.5093938708305359","0.3019479513168335,0.46334731578826904,-0.9876928329467773","0.6147960424423218,1.347995638847351,0.03195544704794884","0.6147960424423218,1.347995638847351,0.03195544704794884"
0.25,0.0,"0.5436647534370422,0.3209855556488037,-0.04876096546649933","0.5901262760162354,0.3166031241416931,0.2758004665374756","0.48458823561668396,0.286103755235672,0.2522425651550293","0.6076485514640808,0.5609196424484253,0.15429072082042694","0.5576900243759155,0.5911379456520081,-0.39199960231781006","0.30023977160453796,0.4616760313510895,-0.8562647700309753","0.6137131452560425,1.351902723312378,0.032750509679317474","0.6137131452560425,1.351902723312378,0.032750509679317474"
0.25,0.0,"0.5425390005111694,0.3207981586456299,-0.048416223376989365","0.5917887687683105,0.31537187099456787,0.288085401058197","0.4833115041255951,0.2859851121902466,0.25787919759750366","0.6078580617904663,0.5606775879859924,0.1668877750635147","0.5559585094451904,0.5909842252731323,-0.38875430822372437","0.2998732328414917,0.45931485295295715,-0.8304691314697266","0.6126366853713989,1.3518693447113037,0.03456154465675354","0.6126366853713989,1.3518693447113037,0.03456154465675354"
0.25,0.0,"0.545188844203949,0.3201698064804077,-0.053071461617946625","0.5928046703338623,0.3144280016422272,0.2647874355316162","0.4837687909603119,0.2854604423046112,0.2553817629814148","0.6084115505218506,0.5596076250076294,0.149296373128891","0.5571802258491516,0.5909185409545898,-0.3430984318256378","0.2987077832221985,0.4556924104690552,-0.7281827926635742","0.6136513948440552,1.3474466800689697,0.041269756853580475","0.6136513948440552,1.3474466800689697,0.041269756853580475"
0.25,0.0,"0.5452031493186951,0.31972062587738037,-0.0650404840707779","0.5927990674972534,0.3137355446815491,0.25362497568130493","0.4840754568576813,0.28522777557373047,0.23648443818092346","0.6085274815559387,0.5590434670448303,0.14255228638648987","0.5540834069252014,0.5896428227424622,-0.3509407639503479","0.29778963327407837,0.4532873034477234,-0.7588303685188293","0.6137885451316833,1.3463016748428345,0.040707241743803024","0.6137885451316833,1.3463016748428345,0.040707241743803024"
0.25,0.0,"0.545024037361145,0.319845974445343,-0.09506063163280487","0.5938596725463867,0.3132132291793823,0.24739548563957214","0.4844887852668762,0.2850125730037689,0.23311784863471985","0.6096509099006653,0.5582374334335327,0.13884158432483673","0.5536471009254456,0.5895339250564575,-0.37610334157943726","0.2976098954677582,0.45296016335487366,-0.7620599865913391","0.6145438551902771,1.349083662033081,0.04015599936246872","0.6145438551902771,1.349083662033081,0.04015599936246872"
0.25,0.0,"0.5448341369628906,0.3204505443572998,-0.07227913290262222","0.593818187713623,0.31375426054000854,0.2836720645427704","0.4842124581336975,0.28496357798576355,0.24834707379341125","0.6094608902931213,0.5579336881637573,0.18093864619731903","0.553584635257721,0.5894697308540344,-0.34408801794052124","0.29880186915397644,0.45288586616516113,-0.7871310114860535","0.6175558567047119,1.34492027759552,0.039315737783908844","0.6175558567047119,1.34492027759552,0.039315737783908844"
0.25,0.0,"0.5443472266197205,0.3203520178794861,-0.11970893293619156","0.5939159989356995,0.313602089881897,0.2374497652053833","0.48395055532455444,0.28481656312942505,0.22606980800628662","0.6093193292617798,0.5578279495239258,0.17262564599514008","0.5530270338058472,0.5894008278846741,-0.31601682305336","0.2985228896141052,0.45287540555000305,-0.703831672668457","0.6171315908432007,1.3384113311767578,0.023736348375678062","0.6171315908432007,1.3384113311767578,0.023736348375678062"
0.5,0.0,"0.5504150986671448,0.24785567820072174,-0.2894356846809387","0.5925673246383667,0.2159712314605713,-0.002712798770517111","0.4812154769897461,0.23694927990436554,0.034569863229990005","0.6286840438842773,0.4793587028980255,-0.14328882098197937","0.4807977080345154,0.5815228223800659,-0.4644353985786438","0.19689211249351501,0.5392342805862427,-0.7167457938194275","0.613345742225647,1.270520567893982,-0.06475014239549637","0.613345742225647,1.270520567893982,-0.06475014239549637"
0.5,0.0,"0.5501474738121033,0.22265513241291046,-0.29688525199890137","0.5911974310874939,0.19048377871513367,-0.010880758985877037","0.47515803575515747,0.20649082958698273,0.002103452105075121","0.6317099928855896,0.4809160828590393,-0.1413125842809677","0.47590088844299316,0.5778499245643616,-0.4791393280029297","0.16645027697086334,0.5949399471282959,-0.7455424070358276","0.6163020133972168,1.2568446397781372,-0.05136682838201523","0.6163020133972168,1.2568446397781372,-0.05136682838201523"
0.5,0.0,"0.5498424172401428,0.22966057062149048,-0.24291011691093445","0.5869888067245483,0.19994103908538818,0.06545884907245636","0.4695900082588196,0.1975776106119156,0.06583268940448761","0.6319253444671631,0.4757382571697235,-0.05486707761883736","0.4698648452758789,0.5779264569282532,-0.3768138885498047","0.15771600604057312,0.6085540652275085,-0.6282809972763062","0.6158183217048645,1.2113887071609497,-0.04431900754570961","0.6158183217048645,1.2113887071609497,-0.04431900754570961"
0.5,0.0,"0.5494993329048157,0.22409263253211975,-0.13342896103858948","0.5843958854675293,0.19815486669540405,0.13189370930194855","0.46737176179885864,0.1979907602071762,0.1513064205646515","0.6323121190071106,0.47139105200767517,-0.022195829078555107","0.452584832906723,0.5779628157615662,-0.3433297276496887","0.1511700451374054,0.6186425685882568,-0.554436445236206","0.6020456552505493,1.2337777614593506,-0.03817541524767876","0.6020456552505493,1.2337777614593506,-0.03817541524767876"
0.5,0.0,"0.5492361187934875,0.22273676097393036,-0.24225834012031555","0.5829955339431763,0.19808213412761688,-0.006793969310820103","0.4648516774177551,0.18371929228305817,-0.005007125437259674","0.6316183805465698,0.47731298208236694,-0.10280562937259674","0.4550635814666748,0.579501748085022,-0.357088178396225","0.15374606847763062,0.6140740513801575,-0.5696004629135132","0.5964526534080505,1.2403055429458618,-0.037153810262680054","0.5964526534080505,1.2403055429458618,-0.037153810262680054"
0.5,0.0,"0.5490044951438904,0.22900469601154327,-0.4359593987464905","0.5825639963150024,0.20343053340911865,-0.1885426789522171","0.46431827545166016,0.19165822863578796,-0.190462127327919","0.6311007142066956,0.478437215089798,-0.25476714968681335","0.4478278160095215,0.5795567035675049,-0.5430321097373962","0.14802417159080505,0.6039342880249023,-0.6872331500053406","0.5971758961677551,1.2436288595199585,-0.028175825253129005","0.5971758961677551,1.2436288595199585,-0.028175825253129005"
0.5,0.0,"0.5483477711677551,0.23004260659217834,-0.3531152307987213","0.5824549198150635,0.2060708850622177,-0.0948886126279831","0.4644344747066498,0.19825111329555511,-0.08197490870952606","0.6308308839797974,0.47903934121131897,-0.17095616459846497","0.44931674003601074,0.579688549041748,-0.48801589012145996","0.15046682953834534,0.5995400547981262,-0.6678521037101746","0.5989080667495728,1.2529687881469727,-0.02671138383448124","0.5989080667495728,1.2529687881469727,-0.02671138383448124"
0.5,0.0,"0.546654224395752,0.2428330034017563,-0.40030550956726074","0.5825466513633728,0.21694067120552063,-0.1238536462187767","0.46644967794418335,0.21843208372592926,-0.09945473819971085","0.6314460039138794,0.48169705271720886,-0.2055627554655075","0.45372939109802246,0.5797103047370911,-0.5113397836685181","0.14873619377613068,0.5955183506011963,-0.674081027507782","0.5991275906562805,1.257853388786316,-0.026267116889357567","0.5991275906562805,1.257853388786316,-0.026267116889357567"
0.5,0.0,"0.5453240275382996,0.26405471563339233,-0.39355239272117615","0.582581102848053,0.23450952768325806,-0.06873786449432373","0.469879686832428,0.2349930852651596,-0.05579214170575142","0.6329855918884277,0.4834761619567871,-0.1574825495481491","0.45607790350914,0.5786077380180359,-0.4054560661315918","0.15289409458637238,0.5822201371192932,-0.5734152793884277","0.6031619906425476,1.2632168531417847,-0.009338827803730965","0.6031619906425476,1.2632168531417847,-0.009338827803730965"
0.5,0.0,"0.5456153750419617,0.27727678418159485,-0.3316878378391266","0.5830695033073425,0.2436983585357666,-0.0658896341919899","0.47344130277633667,0.24537938833236694,-0.04268127679824829","0.6346712112426758,0.4844116270542145,-0.1463542878627777","0.4575135111808777,0.5776724219322205,-0.3990098536014557","0.15499350428581238,0.5632141828536987,-0.4886840283870697","0.6026291251182556,1.2602927684783936,-0.009410630911588669","0.6026291251182556,1.2602927684783936,-0.009410630911588669"
0.5,0.0,"0.5452650785446167,0.2851217985153198,-0.3441687226295471","0.5837884545326233,0.2522396147251129,-0.13326379656791687","0.4757259488105774,0.2545194923877716,-0.10033981502056122","0.6343241930007935,0.4849725365638733,-0.20221857726573944","0.4577154517173767,0.578098714351654,-0.4399922490119934","0.15791405737400055,0.5601724982261658,-0.5242995023727417","0.6021475791931152,1.2585432529449463,-0.010308945551514626","0.6021475791931152,1.2585432529449463,-0.010308945551514626"
0.5,0.0,"0.5456489324569702,0.2915419638156891,-0.3487868905067444","0.5843065977096558,0.26423653960227966,-0.12854468822479248","0.4767894148826599,0.26044321060180664,-0.10268910974264145","0.6341685652732849,0.4925529360771179,-0.22847142815589905","0.45953136682510376,0.5777448415756226,-0.5145934820175171","0.1582958996295929,0.5557480454444885,-0.6437921524047852","0.6021131277084351,1.2714064121246338,-0.012677012011408806","0.6021131277084351,1.2714064121246338,-0.012677012011408806"
0.5,0.0,"0.5454133749008179,0.29441389441490173,-0.4222885072231293","0.5864992141723633,0.2692781388759613,-0.19886265695095062","0.47736865282058716,0.263155996799469,-0.14478471875190735","0.6339887380599976,0.5028114914894104,-0.29201868176460266","0.460794597864151,0.5727171897888184,-0.6128689646720886","0.1578514128923416,0.5470848083496094,-0.7680773735046387","0.5994024276733398,1.2915618419647217,-0.01952860690653324","0.5994024276733398,1.2915618419647217,-0.01952860690653324"
0.5,0.0,"0.5456916093826294,0.2965399920940399,-0.37967410683631897","0.5876396894454956,0.27202388644218445,-0.14735540747642517","0.4788509011268616,0.2677804231643677,-0.1286548674106598","0.6344596743583679,0.506310760974884,-0.23961420357227325","0.46183156967163086,0.5723293423652649,-0.5473983883857727","0.16474714875221252,0.5380136370658875,-0.7149829268455505","0.599457323551178,1.2969679832458496,-0.022000372409820557","0.599457323551178,1.2969679832458496,-0.022000372409820557"
0.5,0.0,"0.5478204488754272,0.3005737066268921,-0.46295276284217834","0.5899372696876526,0.2720608115196228,-0.22803278267383575","0.4815753996372223,0.2729604244232178,-0.17623460292816162","0.6344236135482788,0.5080900192260742,-0.3127889037132263","0.4620586931705475,0.5700376033782959,-0.5889964699745178","0.16482415795326233,0.5301405787467957,-0.7233681678771973","0.5995396375656128,1.2959309816360474,-0.034169502556324005","0.5995396375656128,1.2959309816360474,-0.034169502556324005"
0.5,0.0,"0.5480787754058838,0.3042263984680176,-0.4208311140537262","0.5906372666358948,0.28160277009010315,-0.1920795887708664","0.48390474915504456,0.2733035087585449,-0.14046046137809753","0.6347065567970276,0.5145553350448608,-0.2820601165294647","0.46223369240760803,0.5620549917221069,-0.5600746273994446","0.1673979014158249,0.5164481401443481,-0.7063905000686646","0.5993896126747131,1.3067677021026611,-0.0329047329723835","0.5993896126747131,1.3067677021026611,-0.0329047329723835"
0.5,0.0,"0.555507481098175,0.30873903632164,-0.47394269704818726","0.5956586003303528,0.28591442108154297,-0.2524835467338562","0.49045342206954956,0.2755592465400696,-0.21299657225608826","0.634762167930603,0.5161489844322205,-0.33105096220970154","0.4640223979949951,0.5615319609642029,-0.5875855684280396","0.1676107794046402,0.5131704807281494,-0.7250190377235413","0.5962420701980591,1.3068338632583618,-0.03200579434633255","0.5962420701980591,1.3068338632583618,-0.03200579434633255"
0.5,0.0,"0.5581099390983582,0.31375178694725037,-0.44469887018203735","0.5963640809059143,0.2938670814037323,-0.21351537108421326","0.4936898350715637,0.2781497836112976,-0.17498323321342468","0.6347814202308655,0.5195172429084778,-0.30502861738204956","0.464176744222641,0.5615093111991882,-0.5304374694824219","0.1701706200838089,0.507645308971405,-0.5879137516021729","0.598247230052948,1.2833991050720215,-0.04888883978128433","0.598247230052948,1.2833991050720215,-0.04888883978128433"
0.5,0.0,"0.5612105131149292,0.3157162070274353,-0.4076749384403229","0.5985727310180664,0.2946099042892456,-0.19627541303634644","0.49724143743515015,0.2789912819862366,-0.15785162150859833","0.6347574591636658,0.5189745426177979,-0.2882983088493347","0.46548551321029663,0.5616707801818848,-0.4553492069244385","0.17010803520679474,0.5036636590957642,-0.4979099631309509","0.5990877747535706,1.238405466079712,-0.04528692364692688","0.5990877747535706,1.238405466079712,-0.04528692364692688"
0.5,0.0,"0.561275839805603,0.3152206242084503,-0.36868590116500854","0.599879801273346,0.2945571541786194,-0.18536429107189178","0.4981553554534912,0.27884024381637573,-0.15538254380226135","0.6354284286499023,0.5179473161697388,-0.2693029046058655","0.47712641954421997,0.5613320469856262,-0.4608779549598694","0.17029739916324615,0.5031062364578247,-0.5521383881568909","0.599378228187561,1.2464008331298828,-0.02536652982234955","0.599378228187561,1.2464008331298828,-0.02536652982234955"
0.5,0.0,"0.5608291029930115,0.3160223364830017,-0.47673168778419495","0.5996983647346497,0.29577428102493286,-0.2696170210838318","0.4981958866119385,0.278394877910614,-0.23435091972351074","0.6352674961090088,0.5194123387336731,-0.34240981936454773","0.476978063583374,0.5594596862792969,-0.5324515104293823","0.1705758273601532,0.5016306638717651,-0.5535416603088379","0.5985203981399536,1.2496942281723022,-0.02516944706439972","0.5985203981399536,1.2496942281723022,-0.02516944706439972"
0.5,0.0,"0.5604943037033081,0.31806859374046326,-0.4965275824069977","0.6001508831977844,0.29724353551864624,-0.2812368869781494","0.49895891547203064,0.2788286805152893,-0.2395416796207428","0.6348646283149719,0.5189071893692017,-0.3504078984260559","0.4748292565345764,0.5594449639320374,-0.529060959815979","0.17068837583065033,0.5004618763923645,-0.5580908060073853","0.5982806086540222,1.24049973487854,-0.03152955323457718","0.5982806086540222,1.24049973487854,-0.03152955323457718"
0.5,0.0,"0.5604302287101746,0.31968140602111816,-0.4727610647678375","0.5992525815963745,0.29704082012176514,-0.26965469121932983","0.4986000657081604,0.2796597480773926,-0.23675918579101562","0.6348239183425903,0.5187666416168213,-0.32758408784866333","0.4736096262931824,0.5595048666000366,-0.4995262026786804","0.17139509320259094,0.5004565715789795,-0.5488461852073669","0.5983883738517761,1.2404364347457886,-0.027789315208792686","0.5983883738517761,1.2404364347457886,-0.027789315208792686"
